environment_name,mode,level,zeta,noise_std,noise_power,mean_true_iae,ci_true_iae_low,ci_true_iae_high,mean_excess_true_iae_over_clean,mean_shadow_mass_l2_trial,mean_occupancy_proxy_l2,stability_rate,bootstrap_best_frequency
command_clean,command,clean,0.15,0.0,0.0,0.33712568780428753,0.33712568780428753,0.33712568780428753,0.0,4.084562319877964,0.0,1.0,1.0
command_clean,command,clean,0.2,0.0,0.0,0.5928752440538774,0.5928752440538774,0.5928752440538774,0.0,2.3710689402877168,0.0,1.0,0.0
command_clean,command,clean,0.25,0.0,0.0,0.9216840989746177,0.9216840989746177,0.9216840989746177,0.0,1.570340379658791,0.0,1.0,0.0
command_clean,command,clean,0.35,0.0,0.0,1.8033996501839749,1.8033996501839749,1.8033996501839749,0.0,0.8582589217344164,0.0,1.0,0.0
command_clean,command,clean,0.5,0.0,0.0,3.666874946298413,3.666874946298413,3.666874946298413,0.0,0.46107470285022867,0.0,1.0,0.0
command_clean,command,clean,0.707,0.0,0.0,7.27800159773129,7.27800159773129,7.27800159773129,0.0,0.25621414481890314,0.0,1.0,0.0
command_clean,command,clean,1.0,0.0,0.0,14.34202550950042,14.34202550950042,14.34202550950042,0.0,0.14607637123598705,0.0,1.0,0.0
command_light,command,light,0.15,0.03,0.0009,1.794296639150207,1.7751701944598661,1.81391218969188,1.4571709513459195,4.111876885432224,0.0037006891968890017,1.0,0.0
command_light,command,light,0.2,0.03,0.0009,1.4336355004614456,1.4197343942939813,1.4470684643770517,0.840760256407568,2.3863677415397264,0.002147730967385754,1.0,0.0
command_light,command,light,0.25,0.03,0.0009,1.341873560196328,1.3295425593884225,1.353300183318148,0.42018946122171047,1.58009823675325,0.001422088413077925,1.0,1.0
command_light,command,light,0.35,0.03,0.0009,1.8212660144060828,1.8054053492962625,1.8362723580925688,0.01786636422210786,0.8632312139740941,0.0007769080925766846,1.0,0.0
command_light,command,light,0.5,0.03,0.0009,3.63777555515938,3.612386072169234,3.6619228666776857,-0.029099391139033263,0.4635521592042069,0.0004171969432837862,1.0,0.0
command_light,command,light,0.707,0.03,0.0009,7.233711367375808,7.188569315686416,7.2762214066147015,-0.044290230355481255,0.2575260604124601,0.0002317734543712141,1.0,0.0
command_light,command,light,1.0,0.03,0.0009,14.268160796105585,14.18517272485031,14.345381898262486,-0.07386471339483344,0.1468206864566675,0.00013213861781100075,1.0,0.0
command_moderate,command,moderate,0.15,0.06,0.0036,3.5515700982775678,3.51756732751314,3.5912688626888905,3.2144444104732806,4.092640466058547,0.014733505677810767,1.0,0.0
command_moderate,command,moderate,0.2,0.06,0.0036,2.7435294790876834,2.7131816588218887,2.7725215271114654,2.1506542350338056,2.3755743847272095,0.008552067785017953,1.0,0.0
command_moderate,command,moderate,0.25,0.06,0.0036,2.334074139590733,2.3064513309584167,2.3594695440286872,1.4123900406161152,1.5732185188688212,0.005663586667927756,1.0,0.0
command_moderate,command,moderate,0.35,0.06,0.0036,2.248888095212499,2.225287836311593,2.271379072711917,0.44548844502852447,0.8597639456583258,0.0030951502043699724,1.0,1.0
command_moderate,command,moderate,0.5,0.06,0.0036,3.6840334531936545,3.62761205538487,3.7363219560255185,0.01715850689524172,0.4618872440437806,0.0016627940785576103,1.0,0.0
command_moderate,command,moderate,0.707,0.06,0.0036,7.294001390355779,7.1912545299443185,7.391806757669858,0.015999792624488886,0.25669826825651143,0.0009241137657234411,1.0,0.0
command_moderate,command,moderate,1.0,0.06,0.0036,14.38022707117138,14.184003033233486,14.57426275791515,0.038201561670959235,0.14638272182653972,0.0005269777985755429,1.0,0.0
command_heavy,command,heavy,0.15,0.1,0.010000000000000002,5.882878228128368,5.805240288970849,5.959337107329563,5.54575254032408,4.144867484507284,0.041448674845072836,1.0,0.0
command_heavy,command,heavy,0.2,0.1,0.010000000000000002,4.539828491646357,4.476323810788014,4.606847781382735,3.946953247592479,2.4042937522135204,0.024042937522135207,1.0,0.0
command_heavy,command,heavy,0.25,0.1,0.010000000000000002,3.7660846585190884,3.7147276615181,3.814902251850692,2.8444005595444715,1.591172752231694,0.015911727522316944,1.0,0.0
command_heavy,command,heavy,0.35,0.1,0.010000000000000002,3.107845170988735,3.0683039879657183,3.145569959986912,1.3044455208047596,0.8685666134291823,0.008685666134291826,1.0,1.0
command_heavy,command,heavy,0.5,0.1,0.010000000000000002,3.8638065525117726,3.7814928801906955,3.943491559842124,0.19693160621335984,0.46609564114332597,0.0046609564114332615,1.0,0.0
command_heavy,command,heavy,0.707,0.1,0.010000000000000002,7.28880877158055,7.111096257643717,7.460982429741355,0.010807173849260696,0.25887483757532853,0.002588748375753286,1.0,0.0
command_heavy,command,heavy,1.0,0.1,0.010000000000000002,14.38721957908013,14.046632474564808,14.716961562308093,0.045194069579709346,0.14761700811879994,0.0014761700811879994,1.0,0.0
measurement_clean,measurement,clean,0.15,0.0,0.0,0.33712568780428753,0.33712568780428753,0.33712568780428753,0.0,4.084562319877964,0.0,1.0,1.0
measurement_clean,measurement,clean,0.2,0.0,0.0,0.5928752440538774,0.5928752440538774,0.5928752440538774,0.0,2.3710689402877168,0.0,1.0,0.0
measurement_clean,measurement,clean,0.25,0.0,0.0,0.9216840989746177,0.9216840989746177,0.9216840989746177,0.0,1.570340379658791,0.0,1.0,0.0
measurement_clean,measurement,clean,0.35,0.0,0.0,1.8033996501839749,1.8033996501839749,1.8033996501839749,0.0,0.8582589217344164,0.0,1.0,0.0
measurement_clean,measurement,clean,0.5,0.0,0.0,3.666874946298413,3.666874946298413,3.666874946298413,0.0,0.46107470285022867,0.0,1.0,0.0
measurement_clean,measurement,clean,0.707,0.0,0.0,7.27800159773129,7.27800159773129,7.27800159773129,0.0,0.25621414481890314,0.0,1.0,0.0
measurement_clean,measurement,clean,1.0,0.0,0.0,14.34202550950042,14.34202550950042,14.34202550950042,0.0,0.14607637123598705,0.0,1.0,0.0
measurement_light,measurement,light,0.15,0.02,0.0004,1.210439214648449,1.1997694583545795,1.2213368769482413,0.8733135268441614,4.083370432497795,0.0016333481729991185,1.0,0.0
measurement_light,measurement,light,0.2,0.02,0.0004,1.0227025273867438,1.014235376372933,1.0307439115826291,0.42982728333286635,2.3705646230871036,0.0009482258492348413,1.0,1.0
measurement_light,measurement,light,0.25,0.02,0.0004,1.0807292930075905,1.0728533021410818,1.0877644011532148,0.15904519403297282,1.5701427308754996,0.0006280570923501999,1.0,0.0
measurement_light,measurement,light,0.35,0.02,0.0004,1.8031792582892319,1.7909481702285643,1.8154652946244567,-0.00022039189474293064,0.8583007087605126,0.00034332028350420496,1.0,0.0
measurement_light,measurement,light,0.5,0.02,0.0004,3.6621293416325504,3.640365808250636,3.683422305013106,-0.004745604665862495,0.4611989857010073,0.00018447959428040292,1.0,0.0
measurement_light,measurement,light,0.707,0.02,0.0004,7.271160766515679,7.230683866426537,7.311600184708273,-0.00684083121561001,0.25633517360209335,0.00010253406944083732,1.0,0.0
measurement_light,measurement,light,1.0,0.02,0.0004,14.330957925911214,14.253343519462547,14.40841183841415,-0.011067583589206809,0.14616737935043336,5.846695174017335e-05,1.0,0.0
measurement_moderate,measurement,moderate,0.15,0.04,0.0016,2.383655911176293,2.35580498380384,2.412075196282392,2.046530223372006,4.152640794610774,0.00664422527137724,1.0,0.0
measurement_moderate,measurement,moderate,0.2,0.04,0.0016,1.8608559434548846,1.8408548755292409,1.8809865913389818,1.2679806994010072,2.4090498652244623,0.0038544797843591393,1.0,0.0
measurement_moderate,measurement,moderate,0.25,0.04,0.0016,1.658800862469763,1.6412510506271032,1.6743260477148605,0.7371167634951453,1.594461905475847,0.0025511390487613556,1.0,1.0
measurement_moderate,measurement,moderate,0.35,0.04,0.0016,1.9284339059848197,1.9046510440152953,1.9492038243852372,0.12503425580084473,0.870449860541736,0.0013927197768667777,1.0,0.0
measurement_moderate,measurement,moderate,0.5,0.04,0.0016,3.6357248567167524,3.5818371130039073,3.6851446392505602,-0.03115008958166069,0.4670952342320019,0.0007473523747712031,1.0,0.0
measurement_moderate,measurement,moderate,0.707,0.04,0.0016,7.222295449305641,7.121825313693941,7.315057802708686,-0.05570614842564816,0.25938546376245475,0.00041501674201992764,1.0,0.0
measurement_moderate,measurement,moderate,1.0,0.04,0.0016,14.23934167453528,14.046247126551446,14.422207199908307,-0.10268383496513846,0.14787496980671816,0.0002365999516907491,1.0,0.0
measurement_heavy,measurement,heavy,0.15,0.08,0.0064,4.7238456350670335,4.662656352067768,4.786358775762452,4.386719947262745,4.154532503673695,0.026589008023511652,1.0,0.0
measurement_heavy,measurement,heavy,0.2,0.08,0.0064,3.6446794579992585,3.5929650484642246,3.693864897954484,3.0518042139453816,2.4109998459612445,0.015430399014151965,1.0,0.0
measurement_heavy,measurement,heavy,0.25,0.08,0.0064,3.0405795581394885,3.0019462816236686,3.078067865646426,2.118895459164871,1.5964174784250917,0.010217071861920588,1.0,0.0
measurement_heavy,measurement,heavy,0.35,0.08,0.0064,2.6614949464229998,2.6316905988529595,2.689832380002881,0.858095296239025,0.8723251064834545,0.005582880681494109,1.0,1.0
measurement_heavy,measurement,heavy,0.5,0.08,0.0064,3.7123809025004006,3.637415893173029,3.7876904908020497,0.045505956201987184,0.46872946352675854,0.002999868566571255,1.0,0.0
measurement_heavy,measurement,heavy,0.707,0.08,0.0064,7.193490381069832,7.041669529301483,7.3491590688228,-0.08451121666145739,0.2606591314665123,0.0016682184413856788,1.0,0.0
measurement_heavy,measurement,heavy,1.0,0.08,0.0064,14.188001498861514,13.900033879235385,14.487397987401623,-0.15402401063890636,0.1487780693083275,0.0009521796435732958,1.0,0.0
measurement_extreme,measurement,extreme,0.15,0.12,0.0144,7.089415010034984,6.998562702238234,7.185877816312361,6.752289322230697,4.1672398758972475,0.06000825421292036,1.0,0.0
measurement_extreme,measurement,extreme,0.2,0.12,0.0144,5.41844416357206,5.343597660243245,5.493591399613918,4.825568919518183,2.4176615450437917,0.034814326248630595,1.0,0.0
measurement_extreme,measurement,extreme,0.25,0.12,0.0144,4.455003875133535,4.3907895937706,4.515309523535598,3.5333197761589177,1.600317390117355,0.02304457041768991,1.0,0.0
measurement_extreme,measurement,extreme,0.35,0.12,0.0144,3.590568358629639,3.545966263643452,3.6332958039746654,1.7871687084456642,0.8739075412242567,0.012584268593629296,1.0,1.0
measurement_extreme,measurement,extreme,0.5,0.12,0.0144,4.022387146697626,3.949032547763762,4.0997407146906015,0.35551220039921255,0.469222000954736,0.006756796813748198,1.0,0.0
measurement_extreme,measurement,extreme,0.707,0.12,0.0144,7.216793776431192,7.03741445972222,7.392623202732423,-0.06120782130009875,0.26076278068986647,0.0037549840419340763,1.0,0.0
measurement_extreme,measurement,extreme,1.0,0.12,0.0144,14.23021827124072,13.884976287209476,14.558897790316111,-0.11180723825970068,0.1487754402034283,0.002142366338929368,1.0,0.0
